,License Id,Account Number,Legal Name,Doing Business As Name,Address,License Code,License Description,Latitude,Longitude,Business Type,FIPS,Tract,Block
69088,1685871,23999,CALS 400 LIQUOR INC,"CAL'S 400 LIQUORS, INC.",400 S WELLS ST 1ST,1006,Retail Food Establishment,41.87678483,-87.63383891,grocery store,170318391002016,839100,2016
12350,2513146,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2375,161 N CLARK ST  170,1006,Retail Food Establishment,41.88477971,-87.63080067,grocery store,170318391001036,839100,1036
23809,2022470,147,WALGREEN CO.,WALGREENS #2432,200 W ADAMS ST,1781,Tobacco,41.87949547,-87.63382966,restaurant,170318391002000,839100,2000
81082,1380567,265450,CHOIR ACADMY OF THE CHICAGO CHILDRENS CHOIR INC,CHOIR ACADEMY OF THE CHICAGO OF CHILDREN CHOIR,26 W RANDOLPH ST,1006,Retail Food Establishment,41.8845953,-87.62886826,grocery store,170318391001038,839100,1038
38249,2315801,17716,"SCARLETT'S G.P., INC.",PINK MONKEY / NEW YORK STRIP,750 S CLINTON ST 2,1781,Tobacco,41.87204627,-87.64102471,restaurant,170318419001064,841900,1064
16727,2527450,390701,"DIZA HOSPITALITY GROUP, LLC BURGER KING",BURGER KING,100 W RANDOLPH ST CONCOURSE,1006,Retail Food Establishment,41.88458627,-87.63101045,grocery store,170318391001035,839100,1035
19577,1487897,271892,2N CORPORATION,DOLLAR DAZE,23 W JACKSON BLVD 1,1781,Tobacco,41.87806607,-87.62854681,restaurant,170318391001100,839100,1100
1725,2376777,251726,PARSHV ENTERPRISE INC.,METROMART,135 S LA SALLE ST,1006,Retail Food Establishment,41.88007991,-87.63216419,grocery store,170318391001083,839100,1083
82531,2441887,385091,"GUCKENHEIMER SERVICES, LLC",GUCKENHEIMER @ CNA,333 S WABASH AVE 2,1006,Retail Food Establishment,41.87745041,-87.62592198,grocery store,170313204001018,320400,1018
95226,1257543,36892,DENNIS WHOLESALE FOODS INC,DENNIS WHOLESALE FOOD INC,1215 W FULTON MARKET,1007,Wholesale Food Establishment,41.88655854,-87.65747653,grocery store,170318330002042,833000,2042
87734,1382442,266295,"SUSHI LOOP, INC.",SUSHI LOOP,810 W JACKSON BLVD,1006,Retail Food Establishment,41.87804963,-87.64774148,grocery store,170318331001023,833100,1023
74892,1582831,19327,SHRUTI FOOD CORPORATION,PLAZA NEWS & SNACKS,9 S DEARBORN ST # 1ST,1006,Retail Food Establishment,41.88181564,-87.62924955,grocery store,170318391001078,839100,1078
22346,1482869,22928,"THE ANGEL'S SHARE, LTD.",RANDOLPH WINE CELLARS,1415 W RANDOLPH ST,1781,Tobacco,41.88404873,-87.66305613,restaurant,170318330002068,833000,2068
73251,1691267,247002,"1104 MADISON STREET RESTAURANT, INC.",PLUSH-CHICAGO,1104 W MADISON ST 1 #,1006,Retail Food Establishment,41.88177323,-87.65468908,grocery store,170318330002110,833000,2110
68992,2462119,372092,"Glazed and Infused, LLC","GLAZED AND INFUSED, LLC",222 N LA SALLE ST 1 115,1006,Retail Food Establishment,41.8863516,-87.63261395,grocery store,170318391001016,839100,1016
78153,1814018,275450,"CPC 2004, LLC",VENUS CYPRIOT CUISINE,820 W JACKSON BLVD,1006,Retail Food Establishment,41.87804348,-87.64818021,grocery store,170318331001023,833100,1023
91338,2046311,306327,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,1481,Caterer's Liquor License,41.8857782,-87.62779374,restaurant,170313201002023,320100,2023
77052,1857351,64451,"CONGRESS PLAZA HOTEL, LLC",THE CONGRESS HOTEL,520 S MICHIGAN AVE,1006,Retail Food Establishment,41.87525983,-87.62439667,grocery store,170313204001040,320400,1040
70552,1762082,290371,"Weather Mark Group, LLC",Weather Mark Tavern,1503 S MICHIGAN AVE,1006,Retail Food Establishment,41.86183111,-87.62387913,grocery store,170313301003008,330100,3008
25687,1345606,23999,CALS 400 LIQUOR INC,"CAL'S 400 LIQUORS, INC.",400 S WELLS ST 1ST,1781,Tobacco,41.87678483,-87.63383891,restaurant,170318391002016,839100,2016
20576,1691511,254215,R SEDRAK CORPORATION,7-ELEVEN,29 E MADISON ST 1ST,1781,Tobacco,41.88196533,-87.62679322,restaurant,170313204001010,320400,1010
89179,1851117,16384,BON APPETIT MANAGEMENT CO.,BON APPETIT,111 S MICHIGAN AVE  2ND F,1006,Retail Food Establishment,41.88052782,-87.62420947,grocery store,170313204001005,320400,1005
21886,1239620,62544,HYATT CORPORATION,BIG,151 E WACKER DR  SKYWA,1781,Tobacco,41.88799989,-87.62256513,restaurant,170313201002019,320100,2019
25295,1884736,8107,"HDS Retail North America, LP",EASTERN LOBBY SHOPS # 4021,227 W MONROE ST,1781,Tobacco,41.88053925,-87.63459246,restaurant,170318391002000,839100,2000
72807,1927832,327952,"FIRST JAFFA BAKERY, INC.",JAFFA BAKERY,175 W JACKSON BLVD 1ST,1006,Retail Food Establishment,41.87801449,-87.63318903,grocery store,170318391001107,839100,1107
23357,2019992,299710,"HIGHLAND PARK CVS, L.L.C.",CVS /PHARMACY #2810,175 W JACKSON BLVD,1781,Tobacco,41.87801449,-87.63318903,restaurant,170318391001107,839100,1107
89723,2046560,316961,LITH CAFE CORP.,CREPE BISTRO,186 N WELLS ST 1ST,1006,Retail Food Establishment,41.88545388,-87.634069,grocery store,170318391001033,839100,1033
70191,1253836,21847,"JOHNNY'S ICE HOUSE, INC.",JOHNNY'S ICE HOUSE,1350 W MADISON ST 1ST,1006,Retail Food Establishment,41.88165389,-87.66160473,grocery store,170318330002099,833000,2099
77768,2447149,399173,"DANGAN, LLC",THE DEARBORN,145 N DEARBORN ST 1ST,1006,Retail Food Establishment,41.88433967,-87.62930247,grocery store,170318391001039,839100,1039
26187,1434445,63316,RUPAK CORPORATION,RUPAK CORPORATION,200 W JACKSON BLVD 1ST,1781,Tobacco,41.878227700000004,-87.63380479,restaurant,170318391002008,839100,2008
90006,2046184,300607,"MOMMA AND JIMMY'S GENIE, INC.",TRADITION,160 N FRANKLIN ST,1006,Retail Food Establishment,41.88480929,-87.63553584,grocery store,170318391001045,839100,1045
24848,1689308,67871,"SOL CAFE, INC.",CROCODILE LOUNGE,221 W VAN BUREN ST  1ST,1781,Tobacco,41.8767277,-87.63432175,restaurant,170318391002016,839100,2016
67913,1800490,313917,CHOPPY'S LLC,SKRINECHOPS,400 S FINANCIAL PL 1ST C,1006,Retail Food Establishment,41.87679744,-87.63325591,grocery store,170318391002018,839100,2018
93286,2318664,353379,"LA LAGARTIJA, INC.",TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE 1 1,1006,Retail Food Establishment,41.87914037,-87.6669,grocery store,170318381001007,838100,1007
72046,1263127,63927,PEPI CORPORATION,ALONTI DELI,401 S LA SALLE ST 1ST,1006,Retail Food Establishment,41.87681397,-87.63162266,grocery store,170318391002021,839100,2021
67100,1295344,210267,"HEBSON BROTHERS, INCORPORATED",HACKNEY'S PRINTERS' ROW,731 - 733 S DEARBORN ST,1006,Retail Food Establishment,41.87273361,-87.62899897,grocery store,170318390004001,839000,4001
84594,1762988,295943,CHARLIE EXPRESS INC.,TROTTER'S TO GO EXPRESS,200 W MONROE ST,1006,Retail Food Establishment,41.88076896,-87.63387497,grocery store,170318391001086,839100,1086
75264,1487548,265919,"MOTO RESTAURANT, INC.",MOTO RESTAURANT,945 W FULTON MARKET,1006,Retail Food Establishment,41.88663777,-87.65158723,grocery store,170318330001018,833000,1018
20721,1638546,255548,Modhesh Enterprise Incorporated,One Stop Mart,207 W JACKSON BLVD,1781,Tobacco,41.87800659,-87.63396691,restaurant,170318391002012,839100,2012
91529,2143177,6994,"AMAR DEEP, INC.",BURRITO BUGGY,206 W VAN BUREN ST,1006,Retail Food Establishment,41.87695299,-87.63393972,grocery store,170318391002012,839100,2012
78361,1737869,290791,"THE LOFT RESTAURANT AND LOUNGE OF CHICAGO, LLC",OLE HARDWOOD,1315 S WABASH AVE 1,1006,Retail Food Establishment,41.8652975,-87.62563701,grocery store,170313301001008,330100,1008
71452,2378884,395877,"1111 W LAKE STREET, LLC",HONEY'S,1111-1113 W LAKE ST,1006,Retail Food Establishment,41.88542661,-87.65496569,grocery store,170318330002056,833000,2056
87939,2347152,350847,Seva Companies LLC Washington and Wells,Dunkin Donuts,223 W WASHINGTON ST,1006,Retail Food Establishment,41.88309943,-87.63454503,grocery store,170318391001055,839100,1055
24975,2044901,355521,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHICAGO CENTRAL LOOP,33 N LA SALLE ST 1ST. 120,1586,Day Care Center Under 2 and 2 - 6 Years,41.88279771,-87.63224208,school,170318391001064,839100,1064
45744,1689521,85325,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #5515,111 W JACKSON BLVD,1474,Package Goods,41.87803443,-87.63117141,grocery store,170318391001105,839100,1105
83560,1418149,65281,"CHIBOY, L.L.C.",HOTEL 71,71 E WACKER DR 1ST,1006,Retail Food Establishment,41.88775652,-87.62551819,grocery store,170313201002005,320100,2005
21033,1215374,86550,IWAN RIES & CO,IWAN RIES & CO,17 S WABASH AVE 1ST,1781,Tobacco,41.88163119,-87.62605243,restaurant,170313204001009,320400,1009
84671,1859967,221952,"USMAN ALI ENTERPRISES,  INC.",7-ELEVEN 33139,174 N MICHIGAN AVE  B,1474,Package Goods,41.8851095,-87.62462947,grocery store,170313201002027,320100,2027
90001,2184032,375207,TOAST IT INC.,TOAST IT,201 N CLARK ST 1 FC000,1006,Retail Food Establishment,41.88577122,-87.63082982,grocery store,170318391001023,839100,1023
20858,1405440,2805,COMBINED ENTERPRISES INC,BIG HERMS HOT DOG & DELI,409 W WASHINGTON ST 1ST,1781,Tobacco,41.88307596,-87.6384126,restaurant,170312801002026,280100,2026
72374,1278557,2715,HARRY HEFTMAN,LITTLE SNACK SHOP,300 W RANDOLPH ST,1006,Retail Food Establishment,41.884574900000004,-87.63545069999999,grocery store,170318391001045,839100,1045
88778,1218224,211778,"CAMPBELL BEWLEY ILLINOIS, INC",WALL STREET DELI,333 S STATE ST,1006,Retail Food Establishment,41.87739694,-87.62751493,grocery store,170313204001035,320400,1035
7637,1689520,85325,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #5515,111 W JACKSON BLVD,1006,Retail Food Establishment,41.87803443,-87.63117141,grocery store,170318391001105,839100,1105
95467,1486854,223194,MIDNIGHT MIDLAND LLC,WHISKEY BLUE,172 W ADAMS ST,1470,Tavern,41.87950365,-87.63296974,restaurant,170318391001095,839100,1095
69560,2310540,85751,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,1477,Outdoor Patio,41.87949176,-87.62420439,restaurant,170313204001005,320400,1005
74151,2024348,216087,REGENT ENTERTAINMENT INCORPORATED,RED KIVA,1106-1108 W RANDOLPH ST 1ST,1470,Tavern,41.88438845,-87.65476119,restaurant,170318330002059,833000,2059
81679,2442532,3206,"SCHERMERHORN CIGAR STORES, INC.",Chicago News Now #1629,222 S RIVERSIDE PLZ CONCOURSE LEVEL  BLDG 01,1006,Retail Food Establishment,41.87858156,-87.63857867,grocery store,170312819001001,281900,1001
87886,1485224,63557,23 E ADAMS STREET CORP,MILLER'S PUB & RESTAURANT,134 S WABASH AVE 1ST,1471,Late Hour,41.87994706,-87.62629031,restaurant,170313204001011,320400,1011
85014,1885426,5033,"DOMINICK'S FINER FOODS, LLC",DOMINICK'S #147/1147,1340 S CANAL ST 1ST,1474,Package Goods,41.86452119,-87.6393041,grocery store,170318419002092,841900,2092
73624,1896703,209217,"BAR LOUIE TAYLOR,  INC.",BAR LOUIE TAYLOR,1321 W TAYLOR ST,1006,Retail Food Establishment,41.86925517,-87.66006174,grocery store,170312832001007,283200,1007
82320,1344992,20007,"VARELADIKO, INC.",BARREL CAFE,820 W JACKSON BLVD,1006,Retail Food Establishment,41.87804348,-87.64818021,grocery store,170318331001023,833100,1023
91870,1851806,21158,A & L INC,A & L NEWSTAND,101 N WACKER DR 1ST,1006,Retail Food Establishment,41.88323435,-87.63664906,grocery store,170318391001050,839100,1050
79268,1693653,291080,"DOWNTOWN FOOD ENTERPROSES, INC",DOWNTOWN GYROS & CAFETERIA,800 W RANDOLPH ST,1006,Retail Food Establishment,41.88451546,-87.6474973,grocery store,170318330001029,833000,1029
26214,1232998,8107,"HDS Retail North America, LP",EASTERN LOBBY SHOPS #4001,400 S LA SALLE ST  1ST,1781,Tobacco,41.87680832,-87.63191631,restaurant,170318391002020,839100,2020
87663,1746753,16721,CENTRAL FOODS INC,BASKIN ROBBINS,1231 S WABASH AVE,1006,Retail Food Establishment,41.8665721,-87.62566434,grocery store,170313301001003,330100,1003
94366,1270411,247187,SIAM CITY,SIAM POT,1509 W TAYLOR ST,1006,Retail Food Establishment,41.86918475,-87.66450967,grocery store,170312831001001,283100,1001
86248,2020639,336552,"131 S DEARBORN, LLC",Jewell Events @ 131,131 S DEARBORN ST 2ND,1006,Retail Food Establishment,41.87988544,-87.62921159999999,grocery store,170318391001090,839100,1090
70775,2311608,296059,FRIENDS OF WASHBURNE CULINARY INSTITUTE,FRIENDS OF WASHBURNE CULINARY INSTITUTE,226 W JACKSON BLVD 1 LOBBY,1006,Retail Food Establishment,41.87822032,-87.63452388,grocery store,170318391002008,839100,2008
80586,1688440,62488,THE MID-DAY CLUB,THE MID DAY CLUB,76 W MONROE ST  56TH,1470,Tavern,41.8808097,-87.63058092,restaurant,170318391001077,839100,1077
70275,1807089,17003,"EXPAND INTERNATIONAL, INC",EXPAND INTERNATIONAL,1000 W FULTON MARKET   200,1007,Wholesale Food Establishment,41.8868483,-87.65223416,grocery store,170318330001013,833000,1013
21652,1917923,62544,HYATT CORPORATION,BIG,151 E WACKER DR  SKYWA,1781,Tobacco,41.88799989,-87.62256513,restaurant,170313201002019,320100,2019
93204,2325773,372309,1154 FULTON MARKET INC.,1154 FULTON MARKET,1154 W FULTON MARKET ST 1ST,1006,Retail Food Establishment,41.886787700000006,-87.65669395,grocery store,170318330002044,833000,2044
81268,1649324,298727,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,233 S WACKER DR,1006,Retail Food Establishment,41.87856015,-87.63652387,grocery store,170318391002006,839100,2006
34872,1590411,272987,"BAR COMPANY, LLC",CACTUS BAR AND GRILL,404-406 S WELLS ST 1,1781,Tobacco,41.87669416,-87.63383684,restaurant,170318391002016,839100,2016
78991,2135059,6257,TEN NORTH DEARBORN RESTAURANT CORPORATION,TRATTORIA #10,10 N DEARBORN ST,1006,Retail Food Establishment,41.8822157,-87.62955625,grocery store,170318391001076,839100,1076
33033,1690147,86938,UNION LEAGUE CLUB OF CHICAGO,UNION LEAGUE CLUB OF CHICAGO,65 W JACKSON BLVD 4TH,1470,Tavern,41.87804565,-87.6301368,restaurant,170318391001104,839100,1104
94435,2410610,383634,"128 S. Franklin Halsted Street Deli, LLC",Halsted Street Deli,128 S FRANKLIN ST 1ST,1006,Retail Food Establishment,41.87993282,-87.63540258,grocery store,170318391002001,839100,2001
82220,2176221,347376,"MADISON WELLS DEVELOPMENT, INC",JIMMY JOHNS,201 W MADISON ST 1,1006,Retail Food Establishment,41.88183547,-87.63389739,grocery store,170318391001071,839100,1071
23407,2043963,14632,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,200 N DEARBORN ST  1,1781,Tobacco,41.88579631,-87.62964615,restaurant,170318391001022,839100,1022
80184,1586481,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #232,35 E WACKER DR 1ST,1006,Retail Food Establishment,41.88683151,-87.62655609,grocery store,170313201002012,320100,2012
80718,1417588,63414,STARBUCKS CORPORATION,STARBUCKS # 2483,1430 W TAYLOR ST,1006,Retail Food Establishment,41.86943095,-87.66281807,grocery store,170312831002001,283100,2001
95905,1443839,30559,J.VALDEZ MEATS INC,J VALDEZ MEATS INC,1053 W LAKE ST  2,1007,Wholesale Food Establishment,41.88543794,-87.65423539,grocery store,170318330001041,833000,1041
90753,2343453,52037,KANTILAL M PATEL,RIVERSIDE LOBBY SHOP,10 S RIVERSIDE PLZ 1ST,1006,Retail Food Establishment,41.88166429,-87.63888744,grocery store,170312819003001,281900,3001
77410,1308639,16235,MESSINIA INC,POPEYES,77 W JACKSON BLVD,1006,Retail Food Establishment,41.878040999999996,-87.63049345,grocery store,170318391001104,839100,1104
95203,1812822,245067,"OCCASIONS CHICAGO CATERING, INC.",OCCASIONS CHICAGO,116 N WILLARD CT,1006,Retail Food Establishment,41.88343591,-87.65781094,grocery store,170318330002088,833000,2088
59020,1747469,21408,MAO INC.,WABASH TAP,1233 S WABASH AVE 1ST,1782,"Tobacco Vending, Individual",41.8665204,-87.6256632,restaurant,170313301001003,330100,1003
38590,1727680,355521,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHICAGO CENTRAL LOOP,33 N LA SALLE ST 1ST. 120,1586,Day Care Center Under 2 and 2 - 6 Years,41.88279771,-87.63224208,school,170318391001064,839100,1064
43290,1252588,16089,MARUJA T YOON,STELLA'S KITCHEN,190 N WELLS ST,1006,Retail Food Establishment,41.88553435,-87.63407120000001,grocery store,170318391001033,839100,1033
19662,2181157,88554,BRAMANI CORPORATION,GATEWAY NEWSTAND,400 S LA SALLE ST 1ST 4A,1781,Tobacco,41.87680832,-87.63191631,restaurant,170318391002020,839100,2020
87485,1889448,16698,SUN & SEA CORP,SILK ROAD LASALLE,19 S LA SALLE ST,1006,Retail Food Establishment,41.88141901,-87.63220321,grocery store,170318391001069,839100,1069
78734,1354977,85312,"MAGGIANO'S, INC.",CORNER BAKERY CAFE,444 W JACKSON BLVD,1006,Retail Food Establishment,41.87815538,-87.63949996,grocery store,170312819001001,281900,1001
87168,2480696,326456,"INGRACE'S COMPANY II, INC.",MARKET CREATIONS,233 S WACKER DR MEZZANINE,1006,Retail Food Establishment,41.87856015,-87.63652387,grocery store,170318391002006,839100,2006
89819,2246328,379905,RADHA NEWSTAND INC.,GATEWAY NEWSTAND,525 W VAN BUREN ST 1ST 106,1006,Retail Food Establishment,41.87664684,-87.64069512,grocery store,170318419001003,841900,1003
81274,1349227,63557,23 E ADAMS STREET CORP,MILLER'S PUB & RESTAURANT,134 S WABASH AVE 1ST,1006,Retail Food Establishment,41.87994706,-87.62629031,grocery store,170313204001011,320400,1011
72878,1419188,86054,"WESTERN HOST, INC.",W CHICAGO CITY CENTER,172 W ADAMS ST  ALL F,1006,Retail Food Establishment,41.87950365,-87.63296974,grocery store,170318391001095,839100,1095
24603,1807128,17548,MARK FREEMAN,MCDONALD'S,36 W RANDOLPH ST,1006,Retail Food Establishment,41.88459085,-87.62923601,grocery store,170318391001038,839100,1038
71795,1270169,245792,HZHS INC,TAJ MAHAL RESTAURANT,1512 W TAYLOR ST,1006,Retail Food Establishment,41.86940158,-87.66467526,grocery store,170312831002006,283100,2006
69382,1895643,26004,"RIZES PRODUCE, INC.",RIZES PRODUCE,201 N ELIZABETH ST 1ST,1007,Wholesale Food Establishment,41.88553335,-87.658713,grocery store,170318330002050,833000,2050
87414,1747438,21237,800 SOUTH MICHIGAN RESTAURANT,SAVOY BAR & GRILL,800 S MICHIGAN AVE  GR FL,1006,Retail Food Establishment,41.87181181,-87.62431550000001,grocery store,170313206002010,320600,2010
18930,1750937,43728,ROZI DISCOUNT INC,JUST SNACKS,201 N CLARK ST 2ND,1781,Tobacco,41.88577122,-87.63082982,restaurant,170318391001023,839100,1023
21154,1890285,63785,M A ASSOCIATES,GATEWAY NEWSSTAND,33 W MONROE ST 1ST,1781,Tobacco,41.88061601,-87.62904943,restaurant,170318391001081,839100,1081
82127,1681011,291471,CARAMELCRISP LLC,GARRETT'S POPCORN SHOPS,26 W RANDOLPH ST,1006,Retail Food Establishment,41.8845953,-87.62886826,grocery store,170318391001038,839100,1038
74354,1474966,272588,"BENNETT & BENNETT, SPECIAL WINES INC.",PERMAN WINE SELECTIONS,802 W WASHINGTON BLVD  B,1474,Package Goods,41.88325418,-87.64754033,grocery store,170318330001061,833000,1061
95692,2463985,403643,NATIONAL MARKETPLACE LLC,REVIVAL FOOD HALL,125 S CLARK ST,1474,Package Goods,41.87998851,-87.63068884,grocery store,170318391001089,839100,1089
81991,1863197,279034,"KEMPER SPORTS MANAGEMENT, INC.",The Buckingham Athletic Club,440 S LA SALLE ST 3,1006,Retail Food Establishment,41.87588847,-87.63188472,grocery store,170318391002020,839100,2020
20168,2176468,354886,"THE PRIDE STORES, INC.",Pride of Chicago,1221 - 1223 S WABASH AVE 1ST,1781,Tobacco,41.86683145,-87.62566961,restaurant,170313301001003,330100,1003
19975,2047888,345832,"A&H CONVENIENCE STORE, INC.",A&H CONVENIENCE STORE,205 W RANDOLPH ST GROUND 10,1781,Tobacco,41.88435919,-87.63407990000002,restaurant,170318391001048,839100,1048
83082,2052114,273684,"FEELINGS GIFT SHOP, INC.",FEELINGS GIFT SHOP,17 E MONROE ST 1ST,1006,Retail Food Establishment,41.88066458,-87.62708936,grocery store,170313204001011,320400,1011
91750,1823031,303773,"GLOBAL PROPERTY ASSETS,LLC",FRUITFLOWERS,105 W MADISON ST,1006,Retail Food Establishment,41.88186603,-87.63106647,grocery store,170318391001068,839100,1068
74664,2052327,290032,"ZAPATISTA'S RESTAURANT, LLC",ZAPATISTA,1307 S WABASH AVE,1006,Retail Food Establishment,41.86551745,-87.62564806,grocery store,170313301001008,330100,1008
80691,2024217,87015,PASTORELLI FOOD PRODUCTS INC.,"PASTORELLI FOOD PRODUCTS,INC.",162 N SANGAMON ST  1ST L,1007,Wholesale Food Establishment,41.88487888,-87.65110182,grocery store,170318330001033,833000,1033
80015,1345475,23031,"BOUTIQUE HOSPITALITY COMPANY-WABASH, L.L.C.",GIOCO,1312 -1314 S WABASH AVE  1ST,1006,Retail Food Establishment,41.86534538,-87.62593259999998,grocery store,170313301001007,330100,1007
85051,1685083,16713,ZEUS GYROS INC.,ZEUS GYROS INC,806 W JACKSON BLVD # 1ST,1006,Retail Food Establishment,41.8780521,-87.64756642,grocery store,170318331001023,833100,1023
64316,1623910,3901,"SALVADOR'S MEXICAN RESTAURANT ON RANDOLPH STREET, INC.",COCINA BARRO,73 E LAKE ST 1ST,1472,Music and Dance,41.8856235,-87.62537382,restaurant,170313201002021,320100,2021
85471,1586410,63323,"UNIVERSITY FOOD SYSTEMS, INC.",SAIC CAFE,37 S WABASH AVE,1006,Retail Food Establishment,41.88114722,-87.62603474,grocery store,170313204001009,320400,1009
74472,2386174,396173,"SNAP KITCHEN CHICAGO, LLC",SNAP KITCHEN,211 W ADAMS ST 1ST 2,1006,Retail Food Establishment,41.87927284,-87.6341032,grocery store,170318391002007,839100,2007
93114,2246746,379784,ASIAN OUTPOST CORP.,ASIAN OUTPOST,1313-1315 S WABASH AVE,1006,Retail Food Establishment,41.86535433,-87.62563916,grocery store,170313301001008,330100,1008
11614,2405178,398868,"300 SOUTH RIVERSIDE HOSPITALITY GROUP, LLC",MILA PLAZA,300 S RIVERSIDE PLZ 1 150,1006,Retail Food Establishment,41.87797514,-87.63842217,grocery store,170312819001005,281900,1005
39960,2573729,386098,"DEVIL DAWGS ON STATE STREET, LLC","DEVIL DAWGS ON STATE STREET, LLC",767 S STATE ST 1ST,1006,Retail Food Establishment,41.87195036,-87.62738308,grocery store,170313206002005,320600,2005
90351,2173001,14632,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,200 N DEARBORN ST  1,1474,Package Goods,41.88579631,-87.62964615,grocery store,170318391001022,839100,1022
25556,1232016,6525,SOUTH LOOP CLUB INC,SOUTH LOOP CLUB INC,701 S STATE ST,1472,Music and Dance,41.87305558,-87.62741781,restaurant,170313206002005,320600,2005
94917,2114740,147,WALGREEN CO.,WALGREENS #15196,151 N STATE ST 1ST,1474,Package Goods,41.88452436,-87.62776455,grocery store,170313201002025,320100,2025
9721,2203996,86522,"ARAMARK SERVICES, INC",ARAMARK AT BOEING,100 N RIVERSIDE PLZ 1ST,1006,Retail Food Establishment,41.88326585,-87.63876082,grocery store,170312801002025,280100,2025
23434,2378368,378894,"SMOQUE VAPOURS, LLC","SMOQUE, LLC",537 S DEARBORN ST,1781,Tobacco,41.87496649,-87.62907137,restaurant,170318391002046,839100,2046
82201,1413065,29368,ORIENTAL KITCHEN CORP,ORIENTAL KITCHEN CORP,223 N JUSTINE ST  1,1007,Wholesale Food Establishment,41.88610261,-87.66531406,grocery store,170318330002032,833000,2032
73682,1250949,4439,"ROINS PRODUCE, INC.",ROINS PRODUCE INC,942 W RANDOLPH ST 1ST,1006,Retail Food Establishment,41.88444812,-87.6514381,grocery store,170318330001045,833000,1045
69106,1684189,7920,OLYMPIC MEAT PACKERS INC,OLYMPIC_MEAT PACKERS INC,810 W RANDOLPH ST,1006,Retail Food Establishment,41.88450901,-87.64793566,grocery store,170318330001029,833000,1029
86144,1917089,14671,SAGAR & NEEL CORPORATION,SAGAR & NEEL CORPORATION,230 W MONROE ST,1006,Retail Food Establishment,41.88075716,-87.6347093,grocery store,170318391001086,839100,1086
23409,2022682,3530,"MANNY'S COFFEE SHOP, INC.",MANNYS COFFEE SHOP INC,1141 S JEFFERSON ST 1,1781,Tobacco,41.867728799999995,-87.64205883,restaurant,170318419002027,841900,2027
77378,1641622,278948,"DELMONICO PRUDENTIAL, LLC","DELMONICO PRUDENTIAL, LLC",130 E RANDOLPH ST GF,1006,Retail Food Establishment,41.88458837,-87.62327256,grocery store,170313201002034,320100,2034
77591,2052569,304306,"SBY-RG GROUP, LLC",FORNETTO-MEI ON GRANT,1108 S MICHIGAN AVE,1481,Caterer's Liquor License,41.86900222,-87.62427007,restaurant,170313206001008,320600,1008
76617,1517839,280583,"CAFE BOBA, INC","CAFE BOBA, INC.",400 E RANDOLPH ST,1006,Retail Food Establishment,41.88464637,-87.6172485,grocery store,170313201003011,320100,3011
12247,2513172,63414,STARBUCKS CORPORATION,STARBUCKS COFFEE #2639,31 E ROOSEVELT RD,1006,Retail Food Establishment,41.8673211,-87.62595399,grocery store,170313301001004,330100,1004
36715,2018092,4116,UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST,1781,Tobacco,41.88092404,-87.62493420000001,restaurant,170313204001008,320400,1008
79704,1849132,3901,"SALVADOR'S MEXICAN RESTAURANT ON RANDOLPH STREET, INC.",COCINA BARRO,73 E LAKE ST 1ST,1006,Retail Food Establishment,41.8856235,-87.62537382,grocery store,170313201002021,320100,2021
80337,1267107,210311,NOORANI ENTERPRISES INC,EARLY EDITION,69 W WASHINGTON ST LL,1006,Retail Food Establishment,41.88310048,-87.63014723,grocery store,170318391001065,839100,1065
67754,1762037,290070,ARGO TEA STATE / RANDOLPH,ARGO TEA,16 W RANDOLPH ST 1,1006,Retail Food Establishment,41.88459747,-87.62850188,grocery store,170318391001038,839100,1038
77364,2140431,301126,"24 SOUTH MICHIGAN, LLC",THE GAGE,24 S MICHIGAN AVE 1ST,1006,Retail Food Establishment,41.88151441,-87.62449559999999,grocery store,170313204001008,320400,1008
87696,2480853,328772,"SUSHI PARA LOOP, LTD.",SUSHI SAI,123 N WACKER DR 1ST 125,1006,Retail Food Establishment,41.88374822,-87.63666184,grocery store,170318391001050,839100,1050
77662,1775932,17658,"CARIBOU COFFEE COMPANY, INC.",CARIBOU COFFEE,200 N LA SALLE ST,1006,Retail Food Establishment,41.88576112,-87.63259515,grocery store,170318391001025,839100,1025
22563,2251399,361247,CIGS AT PITTS INC.,CIGS AT PITTS,55 E WASHINGTON ST 2ND 224,1781,Tobacco,41.88311169,-87.62585099,restaurant,170313201001018,320100,1018
80613,1690689,213356,COUSCOUS RESTAURANT INC,COUSCOUS RESTARURANT,1445 W TAYLOR ST 1,1006,Retail Food Establishment,41.86920031,-87.66347266,grocery store,170312831001000,283100,1000
