ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1141995-20031116,1434644,64185,3,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SCIENCE APPLICATION INTERNATION CORP,333 W WACKER DR 14 1480,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1141995,RENEW,,09/26/2003,11/19/2003,N,11/16/2003,11/15/2004,11/19/2003,11/20/2003,AAC,10/28/2004,,41.886025413,-87.636297703,"(41.886025412541144, -87.63629770323044)"
1948435-20160916,2481091,339943,1,COMER EXPRESS INC.,LAI LAI RESTAURANT,330 S WELLS ST 1,CHICAGO,IL,60606,42,49,42-49,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1948435,RENEW,,07/15/2016,09/14/2016,N,09/16/2016,09/15/2018,09/14/2016,09/14/2016,AAC,04/18/2017,,41.877367762,-87.633853567,"(41.87736776237396, -87.63385356749127)"
2423339-20160916,2482651,393379,2,ALL CAMPUS LLC,ALL CAMPUS,20 N CLARK ST 33RD 3300,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,703,Advertising and Marketing Office,2423339,RENEW,,07/15/2016,08/26/2016,N,09/16/2016,09/15/2018,08/26/2016,08/29/2016,AAC,04/18/2017,,41.882434012,-87.631037014,"(41.88243401155929, -87.63103701420854)"
2252719-20151016,2421992,366061,7,"WEIGHT WATCHERS NORTH AMERICA, INC","Weight Watchers North America, Inc.",39 S LA SALLE ST 1,CHICAGO,IL,60603,42,,42-,,1010,Limited Business License,709,Miscellaneous Personal Services,2252719,RENEW,,08/15/2015,08/28/2015,N,10/16/2015,10/15/2017,08/28/2015,08/31/2015,AAC,04/18/2017,,41.880931558,-87.632189133,"(41.88093155774665, -87.63218913315433)"
2391757-20150417,2391757,397545,1,"INTERSOG, INC.","INTERSOG, INC.",233 S WACKER DR 93RD 9390,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,602 | 898,Administrative Commercial Office | Computer Design/Development Consulting,2391757,ISSUE,04/07/2015,04/17/2015,04/17/2015,N,04/17/2015,05/15/2017,04/17/2015,04/17/2015,AAC,04/19/2017,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
1275419-20030216,1328752,252457,1,ANNA K VO,NAIL STUDIO,18 E ADAMS ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1275419,RENEW,,12/17/2002,02/10/2003,N,02/16/2003,02/15/2004,02/10/2003,02/10/2003,AAC,06/18/2003,1,41.879606799,-87.627070912,"(41.87960679893767, -87.62707091212259)"
79694-20030516,1345507,23287,1,"THE EXECUTIVES ON RANDOLPH, INC.",THE EXECUTIVES ON RANDOLPH ST,1300 W RANDOLPH ST,CHICAGO,IL,60607,27,33,27-33,12,1475,Consumption on Premises - Incidental Activity,,,79694,RENEW,03/25/2003,05/14/2003,05/14/2003,N,05/16/2003,11/15/2003,05/14/2003,05/19/2003,AAC,11/03/2003,,41.88432101,-87.658924368,"(41.88432100963936, -87.65892436766534)"
1841872-20100516,2025320,314944,1,"FRANCONELLO'S RESTAURANT, LLC",FRANCONELLO'S RESTAURANT,1301 S HALSTED ST 1,CHICAGO,IL,60607,11,3,11-3,12,1477,Outdoor Patio,,,1841872,RENEW,,03/15/2010,05/07/2010,N,05/16/2010,05/15/2012,05/07/2010,05/13/2010,AAC,11/09/2010,,41.865360703,-87.646717411,"(41.86536070267636, -87.64671741056063)"
35112-20021116,1286280,32751,1,CHICAGO METROPOLITAN ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN,CHICAGO METROPOLITAN ASSOCIATION FOR THE EDUCATION,410 S MICHIGAN AVE  525,CHICAGO,IL,60605,42,49,42-49,1,1010,Limited Business License,,,35112,RENEW,,09/24/2002,11/13/2002,N,11/16/2002,11/15/2003,11/13/2002,11/14/2002,AAC,03/27/2003,,41.876707652,-87.62442948,"(41.87670765183466, -87.62442947950342)"
11538-20000516,53183,51156,13,FEDERAL EXPRESS CORPORATION,FEDERAL EXPRESS CORP,35 W WACKER DR  1,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,11538,RENEW,,06/16/2000,,N,05/16/2000,05/23/2001,05/23/2001,05/07/2002,AAC,04/02/2003,1,41.886709667,-87.629303031,"(41.88670966670664, -87.6293030309932)"
2114357-20110920,2114357,365552,1,FLIGHT CENTRE TRAVEL GROUP (USA) INC,"FCm Travel Solutions, Corporate Traveler, Travel Associates",105 W MADISON ST 1,CHICAGO,IL,60602,42,9,42-9,1,1133,Broker,,,2114357,ISSUE,08/30/2011,09/19/2011,09/19/2011,N,09/20/2011,10/15/2013,09/19/2011,09/20/2011,AAC,08/03/2012,,41.881866029,-87.631066468,"(41.881866029037454, -87.63106646768065)"
2114042-20130416,2235881,28998,26,"PARAGON, PARADIGM, PARADOX, INC.",CHICAGO COSTUME,1241 S HALSTED ST 1ST,CHICAGO,IL,60607,11,3,11-3,12,1010,Limited Business License,,,2114042,RENEW,,02/27/2013,09/06/2013,N,04/16/2013,04/15/2015,09/06/2013,09/09/2013,AAC,09/24/2014,,41.865969141,-87.646734167,"(41.86596914050105, -87.64673416661078)"
24737-20120516,2143430,10033,1,ADM MILLING COMPANY,ADM MILLING COMPANY,1300 W CARROLL AVE,CHICAGO,IL,60607,27,33,27-33,12,1008,Hazardous Materials,,,24737,RENEW,,03/15/2012,04/25/2012,N,05/16/2012,05/15/2014,04/25/2012,04/26/2012,AAC,12/29/2012,,41.887784859,-87.659016524,"(41.88778485935062, -87.65901652371278)"
2114358-20110920,2114358,365552,2,FLIGHT CENTRE TRAVEL GROUP (USA) INC,"LIBERT TRAVEL, FCM TRAVEL SOLUTIONS",175 W JACKSON BLVD 1,CHICAGO,IL,60604,42,49,42-49,1,1133,Broker,,,2114358,ISSUE,08/30/2011,09/19/2011,09/19/2011,N,09/20/2011,10/15/2013,09/19/2011,09/20/2011,AAC,06/21/2012,,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
1888607-20160416,2449705,327257,1,"ALVAREZ & MARSAL BUSINESS CONSULTING, LLC","ALVAREZ & MARSAL BUSINESS CONSULTING, LLC",55 W MONROE ST 40 4000,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1888607,RENEW,,02/15/2016,03/29/2016,N,04/16/2016,04/15/2018,03/29/2016,03/30/2016,AAC,04/20/2017,,41.880598955,-87.629907391,"(41.880598955013355, -87.62990739051766)"
2164071-20120706,2164071,36381,1,"SMR TRAVEL ENTERPRISES, LTD.",UNIGLOBE PREMIER TRAVEL,300 S WACKER DR  1ST,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2164071,ISSUE,,,,N,07/06/2012,09/15/2012,,07/06/2012,AAC,07/20/2012,,41.878010924,-87.637058522,"(41.87801092371806, -87.63705852233733)"
19731-20041116,1522485,7995,4,CHARLES SCHWAB & CO INC,CHARLES SCHWAB & CO INC,55 W MONROE ST  1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,19731,RENEW,,09/27/2004,11/10/2004,N,11/16/2004,11/15/2005,11/10/2004,12/21/2004,AAC,01/25/2005,,41.880598955,-87.629907391,"(41.880598955013355, -87.62990739051766)"
21569-20011116,1174794,8951,2,ACCOUNTANTS ON CALL,ACCOUNTANTS ON CALL,200 N LA SALLE ST,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,21569,RENEW,,10/03/2001,,N,11/16/2001,11/15/2002,01/11/2002,01/11/2002,AAC,07/24/2002,,41.885761124,-87.632595153,"(41.88576112449132, -87.63259515310935)"
20096-20140316,2305581,28977,1,ROYAL PEARL COMPANY,ROYAL PEARL COMPANY,55 E WASHINGTON ST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,20096,RENEW,,01/15/2014,02/06/2014,N,03/16/2014,03/15/2016,02/06/2014,02/07/2014,AAC,07/08/2015,,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)"
1647881-20101016,2051871,254475,2,"PUBLICIS MEDIA, INC.",MARKETFORWARD CORPORATION,427 S LA SALLE ST 6TH,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,1647881,RENEW,,08/16/2010,12/22/2010,N,10/16/2010,10/15/2012,12/30/2010,01/03/2011,AAC,02/24/2011,,41.876216007,-87.631602136,"(41.87621600724368, -87.6316021355216)"
2202839-20121213,2202839,377467,1,"UP DEVELOPMENT, LLC","UP DEVELOPMENT, LLC",900 W JACKSON BLVD 2ND 2W,CHICAGO,IL,60607,25,6,25-6,12,1020,Residential Real Estate Developer,,,2202839,ISSUE,12/04/2012,12/12/2012,12/12/2012,N,12/13/2012,12/15/2014,12/12/2012,12/13/2012,AAC,12/29/2012,,41.878018745,-87.649640824,"(41.87801874499422, -87.64964082436272)"
2088529-20141016,2351832,254475,4,"PUBLICIS MEDIA, INC.",VIVAKI VENTURES,35 W WACKER DR 32ND 3200,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,2088529,RENEW,,08/15/2014,09/22/2014,N,10/16/2014,10/15/2016,09/22/2014,09/22/2014,AAC,09/29/2016,1,41.886709667,-87.629303031,"(41.88670966670664, -87.6293030309932)"
2146699-20120326,2146699,38800,2,CURTIS ABDUL HAMEED,C ABDUL HAMEED CONSUMER SERVICES,1440 S INDIANA AVE 13TH 1306,CHICAGO,IL,60605,3,21,3-21,1,1012,Home Occupation,,,2146699,C_LOC,03/23/2012,03/26/2012,03/26/2012,N,03/26/2012,05/15/2013,03/26/2012,03/26/2012,AAC,12/29/2012,,41.862979105,-87.622595031,"(41.862979104724126, -87.62259503147361)"
1898263-20101016,2051515,85612,13,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE COMPUTER SALES CENTER,33 E CONGRESS PKWY,CHICAGO,IL,60605,4,49,4-49,1,1061,Electronic Equipment Repair,,,1898263,RENEW,,08/16/2010,08/31/2010,N,10/16/2010,10/15/2012,08/31/2010,09/01/2010,AAC,04/10/2012,,41.87557316,-87.626376112,"(41.87557316046109, -87.62637611166082)"
9296-20040216,1412308,26064,1,"EXCELSIOR PRESS, INC.",KWIK KOPY PRINTING,11 S LA SALLE ST  1050,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,9296,RENEW,,12/15/2003,03/19/2004,N,02/16/2004,05/15/2004,12/22/2003,03/22/2004,AAC,03/30/2004,,41.881645391,-87.632209538,"(41.881645390827835, -87.63220953838868)"
2021710-20110316,2074830,4154,21,"MARRIOTT HOTEL SERVICES, INC.",JW MARRIOTT HOTEL CHICAGO,151 W ADAMS ST,CHICAGO,IL,60603,42,9,42-9,1,1008,Hazardous Materials,,,2021710,RENEW,,01/14/2011,02/24/2011,N,03/16/2011,03/15/2013,02/24/2011,02/25/2011,AAC,12/29/2012,,41.879290073,-87.632362725,"(41.87929007329572, -87.63236272529976)"
1336057-20100516,2024549,259040,3,RCN TELECOM SERVICES OF ILLINOIS LLC,"RCN TELECOM SERVICES OF ILLINOIS, LLC",600 S FEDERAL ST,CHICAGO,IL,60605,4,54,4-54,1,1010,Limited Business License,,,1336057,RENEW,,03/15/2010,03/24/2010,N,05/16/2010,05/15/2012,03/24/2010,03/25/2010,AAC,10/22/2010,,41.874472149,-87.629813215,"(41.87447214941229, -87.6298132150243)"
10082-20140316,2305547,26302,1,ALLIED GEM APPRAISERS LIMITED,ALLIED GEM APPRAISERS LTD,55 E WASHINGTON ST  404,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,10082,RENEW,,01/15/2014,02/21/2014,N,03/16/2014,03/15/2016,02/21/2014,02/24/2014,AAC,09/25/2015,,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)"
1847509-20070907,1847509,322171,1,HARMONY HAIR LLC,HARMONY SALON,212 N CARPENTER ST 1,CHICAGO,IL,60607,27,7,27-7,12,1010,Limited Business License,,,1847509,ISSUE,09/07/2007,09/07/2007,09/07/2007,N,09/07/2007,05/15/2008,09/07/2007,09/07/2007,AAC,10/22/2007,,41.88601021,-87.653463769,"(41.88601020986994, -87.65346376889711)"
2184590-20120911,2184590,327368,2,EASTER SEALS INC,"EASTER SEALS, INC.",233 S WACKER DR 24TH 2400,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2184590,ISSUE,09/04/2012,09/10/2012,09/10/2012,N,09/11/2012,09/15/2014,09/10/2012,09/11/2012,AAC,12/29/2012,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
1922936-20121016,2182350,335883,1,"NAIL CITY & SPA, INC.",NAIL CITY & SPA,1250 S MICHIGAN AVE 1 B,CHICAGO,IL,60605,3,40,3-40,1,1010,Limited Business License,,,1922936,RENEW,,08/15/2012,10/15/2012,N,10/16/2012,10/15/2014,10/15/2012,10/16/2012,AAC,11/28/2012,,41.866073587,-87.624267673,"(41.86607358683167, -87.62426767322484)"
27423-20101016,2050592,11309,1,SHANTARA CORP,BP,50 W CONGRESS PKWY,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,27423,RENEW,,08/16/2010,08/23/2010,N,10/16/2010,10/15/2012,08/23/2010,08/24/2010,AAC,07/26/2012,,41.875734608,-87.629439119,"(41.87573460837369, -87.62943911893325)"
4004-20060516,1689682,85420,3,"JOHN R. MORREALE, INC.","JOHN R. MORREALE, INC.",224 N PEORIA ST,CHICAGO,IL,60607,27,1,27-1,12,1007,Wholesale Food Establishment,,,4004,RENEW,,03/27/2006,04/13/2006,N,05/16/2006,05/15/2007,04/13/2006,04/14/2006,AAC,04/18/2007,,41.886451835,-87.649979364,"(41.886451835094405, -87.6499793638358)"
1594404-20051116,1643989,290729,1,SOURCE MEDIA LLC,SOURCEMEDIA INC,300 S WACKER DR,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1594404,RENEW,,09/22/2005,01/03/2006,N,11/16/2005,11/15/2006,10/06/2005,10/07/2005,AAC,05/03/2006,,41.878010924,-87.637058522,"(41.87801092371806, -87.63705852233733)"
1042466-20050516,1588056,201721,1,"NOCTURNAL ENTERTAINMENTS, INC.",ESTATE,1111-1113 W LAKE ST 1ST,CHICAGO,IL,60607,27,7,27-7,12,1470,Tavern,,,1042466,RENEW,,03/23/2005,05/12/2005,N,05/16/2005,05/15/2006,05/12/2005,05/13/2005,REV,12/30/2005,,41.885426605,-87.654965694,"(41.885426604527154, -87.65496569400409)"
1648356-20060508,1648356,298020,1,"BLM-CHICAGO, LLC",Hard Rock Hotel,230 N MICHIGAN AVE,CHICAGO,IL,60601,42,9,42-9,1,1370,Hotel,,,1648356,ISSUE,11/14/2005,03/14/2006,03/14/2006,N,05/08/2006,11/15/2006,05/05/2006,05/08/2006,AAC,10/19/2012,,41.886517289,-87.624677686,"(41.886517288719745, -87.62467768642945)"
1121225-20030816,1368267,53880,3,DONG HUN SHIN,MONROE CLEANER,841 W MONROE ST  1-A,CHICAGO,IL,60607,27,58,27-58,12,1010,Limited Business License,,,1121225,RENEW,,06/24/2003,08/04/2003,N,08/16/2003,08/15/2004,08/04/2003,08/05/2003,AAC,10/09/2003,,41.880352969,-87.648949659,"(41.88035296928859, -87.64894965878372)"
1333665-20110116,2066702,89020,21,"FEDEX OFFICE AND PRINT SERVICES, INC.","FEDEX OFFICE AND PRINT SVCS, INC.",700 S WABASH AVE,CHICAGO,IL,60605,4,18,4-18,1,1010,Limited Business License,,,1333665,RENEW,,11/15/2010,,N,01/16/2011,01/15/2013,01/12/2011,01/13/2011,AAC,04/15/2011,,41.873059617,-87.626111588,"(41.87305961703914, -87.62611158755108)"
1140950-20031116,1436989,213526,1,TRIPOINT SYSTEMS DEVELOMENT CORPORATION,TRIPOINT SYSTEMS DEVELOPMENT CORPORATION,205 W RANDOLPH ST 23,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1140950,RENEW,,09/26/2003,12/11/2003,N,11/16/2003,11/15/2004,12/12/2003,12/15/2003,AAC,06/23/2004,,41.884359193,-87.634079901,"(41.88435919296336, -87.6340799011323)"
52168-20061116,1753614,64536,4,BARNYARD INDUSTRIES INC,ROCS,233 S WACKER DR 1ST,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,52168,RENEW,,09/20/2006,11/03/2006,N,11/16/2006,11/15/2007,11/03/2006,11/06/2006,AAC,03/30/2007,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
44126-20020816,1263280,64310,1,CONTEMPO CASUALS INC.,CONTEMPO  CASUALS #775,7 N STATE ST  775,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,44126,RENEW,,06/28/2002,08/19/2002,N,08/16/2002,08/15/2003,08/19/2002,01/24/2003,AAC,02/05/2003,1,41.882235919,-87.627689077,"(41.882235918533105, -87.6276890771379)"
1331265-20051116,1624229,5820,3,"TOKYO-MITSUBISHI FUTURES( USA), INC.",TOKYO-MITSUBISHI FUTURES USA,30 S WACKER DR  3910,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1331265,RENEW,,09/22/2005,10/07/2005,N,11/16/2005,11/15/2006,10/07/2005,10/11/2005,AAC,03/21/2006,,41.881407212,-87.637155093,"(41.88140721163485, -87.63715509324663)"
1519194-20071116,1863407,281246,1,"15TH STREET LOFTS, LLC","15TH STREET LOFTS, LLC",1503 S STATE ST,CHICAGO,IL,60605,3,63,3-63,1,1020,Residential Real Estate Developer,,,1519194,RENEW,,09/21/2007,10/25/2007,N,11/16/2007,10/15/2008,10/25/2007,10/26/2007,AAC,10/01/2008,,41.861836832,-87.627140026,"(41.861836832150516, -87.62714002579997)"
1329852-20070516,1811958,89386,2,"HIGHROAD CONSULTING, LTD.","HIGHROAD CONSULTING , LTD",29 S LA SALLE ST  450,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1329852,RENEW,,03/23/2007,05/14/2007,N,05/16/2007,04/15/2008,05/15/2007,05/16/2007,AAC,12/20/2007,,41.881153094,-87.632195703,"(41.88115309380635, -87.63219570286168)"
1848372-20120516,2145371,322088,1,"AZRG, INC.",SINBAD HOOKAH,1129 W TAYLOR ST 1,CHICAGO,IL,60607,25,27,25-27,12,1010,Limited Business License,,,1848372,RENEW,,03/15/2012,05/11/2012,N,05/16/2012,05/15/2014,05/11/2012,05/14/2012,AAC,12/29/2012,,41.869329267,-87.655326106,"(41.86932926692286, -87.655326105994)"
24129-,1166007,9730,2,"B DALTON BOOKSELLERS, INC.",B DALTON BOOKSELLERS #333,129 N WABASH AVE,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,24129,RENEW,,07/03/2001,,N,,08/01/2001,07/16/2002,07/18/2002,AAC,10/07/2002,,41.88395574,-87.626090265,"(41.883955739654205, -87.62609026490232)"
1070357-20031116,1420276,205268,2,ONESOURCE BUILDING SERVICE,ONESOURCE BUILDING SERVICE,330 S WELLS ST  1210,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1070357,RENEW,,09/26/2003,12/17/2003,N,11/16/2003,05/15/2004,12/17/2003,12/18/2003,AAC,02/04/2004,,41.877367762,-87.633853567,"(41.87736776237396, -87.63385356749127)"
1979643-20130916,2273214,68120,18,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,BLACKHAWKS STORE,333 N MICHIGAN AVE 1ST,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1979643,RENEW,,07/15/2013,07/30/2013,N,09/16/2013,09/15/2015,07/30/2013,07/31/2013,AAC,10/07/2014,,41.887542941,-87.624407002,"(41.88754294139151, -87.62440700245574)"
31501-20020216,1205308,31888,1,HIGHLIGHT ELECTRONICS,HIGHLIGHT ELECTRONICS,15 S WABASH AVE # 1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,31501,RENEW,,12/20/2001,02/15/2002,N,02/16/2002,02/15/2003,02/15/2002,07/24/2002,AAC,12/05/2002,,41.881679585,-87.626054202,"(41.88167958466696, -87.62605420174575)"
1488175-20060516,1692549,274539,1,ATTAIN CAPITAL MANAGEMENT,ATTAIN CAPITAL MANAGEMENT,111 W JACKSON BLVD  515,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,,,1488175,RENEW,,03/27/2006,06/20/2006,N,05/16/2006,05/15/2007,06/20/2006,06/21/2006,AAC,09/22/2006,,41.878034428,-87.631171407,"(41.87803442833617, -87.63117140697915)"
2028034-20140416,2312159,336825,2,KENSINGTON SERVICE GROUP INC.,KENSINGTON RESEARCH AND RECOVERY,1 E WACKER DR 23 2350,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,2028034,RENEW,,02/15/2014,03/06/2014,N,04/16/2014,04/15/2016,03/06/2014,03/07/2014,AAC,01/23/2015,1,41.886707555,-87.627883478,"(41.886707555069805, -87.6278834784023)"
1518674-20050516,1589583,258911,8,"JAG Footwear, Accessories and Retail Corporation",NINE WEST #0701,37 E WASHINGTON ST  108,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1518674,RENEW,,03/23/2005,06/13/2005,N,05/16/2005,05/15/2006,07/11/2005,07/26/2005,AAC,09/14/2005,1,41.883111629,-87.626502953,"(41.88311162893346, -87.62650295280686)"
16887-20030816,1367769,51800,1,ANGEL G. ZAVALA,ZAVALA FINDINGS SUPPLY,5 N WABASH AVE,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,16887,RENEW,,06/24/2003,09/15/2003,N,08/16/2003,08/15/2004,09/15/2003,09/16/2003,AAC,12/26/2003,,41.882224326,-87.626071436,"(41.882224325823685, -87.62607143584718)"
1442046-20050516,1590155,268468,1,"PCG CONSULTING, INC.","PCG CONSULTING, INC.",120 W MADISON ST  704,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1442046,RENEW,,03/23/2005,04/27/2005,N,05/16/2005,05/15/2006,04/27/2005,04/28/2005,AAC,05/03/2005,,41.882081137,-87.631513414,"(41.882081136557176, -87.6315134139163)"
82064-20041116,1532304,65434,1,WELLS FARGO ADVISORS LLC,WACHOVIA SERURITIES LLC,77 W WACKER DR 22-5-31,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,82064,RENEW,,09/27/2004,11/15/2004,N,11/16/2004,11/15/2005,11/15/2004,03/21/2005,AAC,10/31/2005,,41.886707738,-87.630794578,"(41.88670773797291, -87.6307945777937)"
22956-20060516,1684324,8372,4,LANE BRYANT INC,LANE BRYANT#956,29 S WABASH AVE  1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,22956,RENEW,,03/27/2006,04/25/2006,N,05/16/2006,05/15/2007,04/25/2006,04/26/2006,AAC,05/07/2007,,41.881340779,-87.626041813,"(41.881340778624086, -87.62604181254683)"
1841475-20070703,1841475,319811,1,"INFINITE CONNECTIONS, INC.","INFINITE CONNECTIONS, INC.",1430 S MICHIGAN AVE 3RD 310,CHICAGO,IL,60605,3,40,3-40,1,1012,Home Occupation,,,1841475,ISSUE,07/02/2007,07/02/2007,07/02/2007,N,07/03/2007,10/15/2008,07/02/2007,07/03/2007,AAC,10/07/2008,,41.863207261,-87.624205787,"(41.8632072609342, -87.62420578692313)"
1938045-20081028,1938045,338265,1,PLAN B PINOY LLC,PLAN B PINOY LLC,312 N MAY ST 1 101,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1938045,ISSUE,10/28/2008,10/28/2008,10/28/2008,N,10/28/2008,05/15/2010,10/28/2008,10/28/2008,AAC,04/28/2010,,41.887132363,-87.655832331,"(41.887132363404234, -87.65583233136104)"
1479797-20050516,1590491,274010,11,BRINKER CORNER BAKERY I LLC,CORNER BAKERY #0182,35 E MONROE ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1479797,RENEW,,03/23/2005,05/09/2005,N,05/16/2005,05/15/2006,05/09/2005,05/09/2005,AAC,04/21/2006,1,41.880675401,-87.62645664,"(41.880675401073866, -87.62645664000826)"
1446936-20070516,1809748,53787,3,THE CHICAGO FABRIC SALES CO.,THE CHICAGO FARBI SALES CO,64 E MONROE ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1446936,RENEW,,03/23/2007,05/11/2007,N,05/16/2007,04/15/2008,05/11/2007,05/14/2007,AAC,01/10/2008,,41.88091406,-87.625365464,"(41.88091406016502, -87.6253654639441)"
1403368-20040516,1485615,85312,31,"MAGGIANO'S, INC.",CORNER BAKERY CAFE,123 N WACKER DR,CHICAGO,IL,60606,42,9,42-9,1,1006,Retail Food Establishment,,,1403368,RENEW,,03/17/2004,05/13/2004,N,05/16/2004,05/15/2005,05/13/2004,05/13/2004,AAC,08/18/2004,,41.883748217,-87.636661838,"(41.883748216941356, -87.6366618383099)"
1242736-20021116,1290603,56369,3,"DECISIONQUEST, INC.",DecisionQuest,200 W ADAMS ST # 2005,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1242736,RENEW,,09/24/2002,10/25/2002,N,11/16/2002,11/15/2003,10/25/2002,10/28/2002,AAC,07/29/2003,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
55603-20041116,1531080,57582,1,"ALC ENTERPRISES, INC",TEAMWERKS INC,307 N MICHIGAN AVE # 1818,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,55603,RENEW,,09/27/2004,11/12/2004,N,11/16/2004,11/15/2005,11/12/2004,11/17/2004,AAC,01/18/2005,,41.887004423,-87.624394657,"(41.88700442325107, -87.62439465711454)"
1093118-20021116,1303874,207032,1,"BANK CONSULTING GROUP, INC","BANK CONSULTING GROUP, INC",180 N STETSON AVE,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1093118,RENEW,,11/15/2002,11/15/2002,N,11/16/2002,11/15/2003,11/15/2002,11/18/2002,AAC,11/06/2003,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
62045-20020216,1201670,19633,2,CORN PRODUCTS INTERNATIONAL IN,CORN PRODUCTS INTERNATIONAL IN,141 W JACKSON BLVD  3040,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,,,62045,RENEW,,12/20/2001,01/23/2002,N,02/16/2002,02/15/2003,01/23/2002,01/24/2002,AAC,02/11/2003,,41.878025655,-87.632062286,"(41.878025655260835, -87.63206228626693)"
1618034-20100616,2029337,87026,5,"YEHIA & COMPANY HAIR DESIGN, INC.",YEHIA  & COMPANY,37 W VAN BUREN ST,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,1618034,RENEW,,04/15/2010,07/23/2010,N,06/16/2010,06/15/2012,07/23/2010,07/23/2010,AAC,10/19/2010,,41.87679363,-87.629074483,"(41.87679363025557, -87.62907448303213)"
